FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,geometry
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db0,Savanes,Tône,Tône 1,Toaga,"MULTILINESTRING ((0.2365768758476864 10.878535635836664, 0.2368039344622094 10.87847731844147, 0.2375968930083128 10.877767217479017, 0.2377680602715686 10.877619708371283))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db1,Savanes,Tône,Tône 1,Toaga,"MULTILINESTRING ((0.2514667818279868 10.874808965741662, 0.2515147813966475 10.874945140943796))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db2,Savanes,Tône,Tône 3,Nioukpourma,"MULTILINESTRING ((0.1257809160738121 10.855513461538926, 0.1258011412516685 10.855602846164496, 0.125770803484884 10.855743544132055, 0.1256966444994106 10.855851136650776, 0.1255854060212006 10.855910726336779))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db3,Savanes,Tône,Tône 3,Nioukpourma,"MULTILINESTRING ((0.1344012725828051 10.852591748868898, 0.1344243383664974 10.852699351779693, 0.1344162653422051 10.852778638110218, 0.1343897396909589 10.852852261112597, 0.1343078561588513 10.852910026840219, 0.1342271259159283 10.85295646594649, 0.1341706147458822 10.852960996590618))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db4,Savanes,Tône,Tône 1,Pana,"MULTILINESTRING ((0.2736104472055174 10.75283684067958, 0.2736175446847828 10.752753166398715, 0.2734081690464557 10.752666005664805, 0.2731473366834551 10.75248645447359, 0.2730958799587815 10.752357456464427, 0.2731775009703327 10.752190107613599))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db5,Savanes,Tône,Tône 2,Nanergou,"MULTILINESTRING ((0.1529518567638194 10.918965131139574, 0.1535074412024808 10.918965131139574, 0.1539055145889444 10.91858270017238))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db6,Savanes,Tône,Tône 2,Nanergou,"MULTILINESTRING ((0.1564949917837072 10.919556884151119, 0.1566501639122684 10.919387108634856, 0.1567222081148146 10.919130268566809))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db7,Savanes,Tône,Tône 2,Nanergou,"MULTILINESTRING ((0.140445 10.938968333333332, 0.1419824599219424 10.937051416289286))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db8,Maritime,Zio,Zio 3,Gamé-Sèva,"MULTILINESTRING ((1.1812473350287704 6.7251928151649, 1.1806291173346835 6.726064285465344))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4db9,Savanes,Tône,Tône 1,Toaga,"MULTILINESTRING ((0.26941 10.885263333333334, 0.269395 10.88531, 0.2693716666666666 10.885386666666667, 0.269345 10.885451666666665, 0.26933 10.885485000000001, 0.26926 10.885559999999998, 0.2692133333333333 10.885606666666668, 0.269175 10.885634999999999, 0.26913 10.885666666666669, 0.2690766666666667 10.885691666666666, 0.26903 10.885715000000001, 0.2689783333333333 10.885736666666666, 0.26894 10.88575, 0.2688716666666667 10.885746666666668, 0.2688133333333333 10.885724999999999, 0.2686916666666667 10.885683333333334, 0.26866 10.885663333333332, 0.2685816666666667 10.885621666666669, 0.26853 10.885583333333333, 0.268465 10.885539999999999, 0.2683866666666667 10.885503333333334, 0.26827 10.885435, 0.268135 10.885351666666669, 0.2678633333333333 10.885221666666666, 0.2677183333333333 10.885140000000002, 0.2676183333333333 10.885085, 0.267455 10.884963333333333, 0.2673833333333333 10.884901666666668, 0.2672766666666667 10.884796666666666, 0.267235 10.884736666666667, 0.2671733333333333 10.884668333333332, 0.2670466666666666 10.884511666666667, 0.2668766666666666 10.884296666666668, 0.2667633333333334 10.884171666666669, 0.26669 10.884094999999999))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dba,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,"MULTILINESTRING ((0.1235861885177549 10.799022288830333, 0.123260120720601 10.798730091307613))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dbb,Savanes,Tône,Tône 3,Warkambou,"MULTILINESTRING ((-0.01243 10.805441666666665, -0.0121583333333333 10.806023333333334, -0.011595 10.805756666666666))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dbc,Savanes,Tône,Tône 2,Namaré,"MULTILINESTRING ((0.0902366739349903 10.983677841316988, 0.0888482541086057 10.983826738916063))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dbd,Savanes,Tône,Tône 2,Naki-Ouest,"MULTILINESTRING ((0.0370724132666428 10.94211994232327, 0.0374622007816283 10.942762145290908))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dbe,Savanes,Tône,Tône 2,Naki-Ouest,"MULTILINESTRING ((0.0690510664009349 10.882670419115117, 0.0675239220524167 10.882441301253442))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dbf,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"MULTILINESTRING ((-0.0341895582393367 10.781169172946107, -0.0341969471128237 10.781119573527716, -0.0341944841549947 10.781042150029014, -0.0341797064080206 10.780797781980555, -0.0341501509140723 10.780511072680586, -0.0341218268990385 10.780127583443024, -0.0340873454894322 10.77966304062056, -0.0340590214743984 10.779326730525549, -0.0340270030226212 10.778950498283214, -0.0339087810468281 10.778689192011763))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc0,Savanes,Tône,Tône 2,Naki-Ouest,"MULTILINESTRING ((0.0137000875210034 10.958000284556658, 0.0159906239498323 10.958785149244997))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc1,Savanes,Tône,Tône 4,Louanga,"MULTILINESTRING ((0.3167918898986092 10.898209305185144, 0.3167918898986092 10.898209305185144, 0.3167621883545775 10.898281311021705, 0.3166116666666667 10.898476666666665, 0.31639 10.898605000000002, 0.3163016666666667 10.898633333333331, 0.3159183333333334 10.898783333333332))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc2,Savanes,Tône,Tône 1,Natigou,"MULTILINESTRING ((0.2510758253562235 11.001068782724598, 0.2512449103762868 11.001098072931994, 0.2514885917287308 11.00107610527672, 0.2518640599350479 11.000568407898657, 0.2520008198777462 11.000451246841067))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc3,Plateaux,Haho,Haho 2,Djemegni,"MULTILINESTRING ((1.328295 6.991338333333334, 1.3282016666666667 6.990971666666667, 1.32823 6.990883333333333, 1.3286083333333334 6.990688333333333, 1.32866 6.990711666666666, 1.3289133333333334 6.991095))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc4,Plateaux,Agou,Agou 2,Amoussou-Kopé,"MULTILINESTRING ((0.8001954138254533 6.7120177816142546, 0.8001756207381802 6.711999967835709, 0.8001459311072701 6.711990071292072, 0.8001063449327237 6.711980174748436, 0.8000449863621765 6.711970278204799, 0.7999915450265387 6.71189506447316, 0.8000430070534492 6.711792140419339, 0.8000647794494496 6.711734740466247, 0.8000924897716324 6.7117030715266095, 0.8001182207850877 6.711633795721154, 0.800187496590544 6.711588271620424))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc5,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.7057680342879736 6.638393218672981, 0.7057448303190663 6.638255049585396, 0.705749049222504 6.638178054597659, 0.70575643230352 6.638155905354611, 0.7058112780482101 6.638127427756405, 0.7059199148117308 6.638137975015))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc6,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.6708845962899942 6.698016741967359, 0.6707797379025301 6.69796272401018, 0.6706844120957445 6.69776730610627, 0.6706605806440481 6.697635438740217, 0.6706288053751195 6.697365348954324))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc7,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.7054750835364475 6.637561302580147, 0.7055616528512982 6.6374293874337065, 0.7057409750034893 6.637367552208812, 0.70589350189156 6.637394347472933, 0.7061820662743964 6.637734441209848))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc8,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.7015126736319709 6.6413055880136955, 0.7017521108359321 6.64137379133846, 0.7019015776965867 6.641219971074095, 0.701908833369434 6.641199655190125, 0.7018348255063916 6.641055992867748))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dc9,Plateaux,Ogou,Ogou 3,Gléi,"MULTILINESTRING ((1.1621867788461218 7.331338955686457, 1.1616366862980712 7.3312389388595385, 1.1611532716346329 7.331147256768196, 1.1609032295673372 7.331130587297044))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dca,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,"MULTILINESTRING ((0.1954150634585012 10.72902828659694, 0.1954792677871828 10.728823654844618, 0.195504323134961 10.728709799523973, 0.1955293784827393 10.728576711831307, 0.1955927998318029 10.72852286130318, 0.1956585701197208 10.728542862929034, 0.1956898893044435 10.728573634658531, 0.1957470468165625 10.728615945781478))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dcb,Maritime,Zio,Zio 3,Gamé-Sèva,"MULTILINESTRING ((1.2185407543300817 6.741274444572038, 1.218722197457731 6.740868447759099))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dcc,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,"MULTILINESTRING ((0.4252147629065263 10.983557966442914, 0.4252844412196584 10.98279430736276, 0.4251658007469938 10.982688577976884, 0.424959028940774 10.982610209113334, 0.4248833009794988 10.982540824164857))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dcd,Savanes,Tône,Tône 1,Dapaong,"MULTILINESTRING ((0.1609328896314738 10.88422221270522, 0.1611836571388999 10.884837853037764, 0.1612087338896425 10.886303071912712, 0.1608827361299886 10.887879097616166, 0.1601304336077104 10.888876422073702, 0.158738673941496 10.889565928388164))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dce,Savanes,Tône,Tône 4,Korbongou,"MULTILINESTRING ((0.3159086949169501 10.993327381385065, 0.3168300989603859 10.993318183123314))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dcf,Savanes,Tône,Tône 1,Dapaong,"MULTILINESTRING ((0.2151090505855897 10.860221335693549, 0.2132222832783358 10.860631341854091))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd0,Savanes,Tône,Tône 1,Dapaong,"MULTILINESTRING ((0.2025165432874277 10.88138432227793, 0.2023606998469811 10.880784909561237, 0.2023161731497106 10.88068105981912, 0.2022048564065346 10.880650087082008))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd1,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Nayéga,"MULTILINESTRING ((0.4149504625291213 10.75938200366115, 0.415080481655018 10.759242105176828, 0.4151795438461774 10.759190403546627, 0.4155603141434462 10.759111330448, 0.4157770126866074 10.75880416167582, 0.4158698834908193 10.758767666355359, 0.4159534672146101 10.75868251059044, 0.4168264527742024 10.758712923366387))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd2,Savanes,Tandjoaré,Tandjoaré 1,Bogou,"MULTILINESTRING ((0.173413588635563 10.662839621063108, 0.1735923597278171 10.662839621063108, 0.173764746138205 10.66287099324956, 0.173920106730283 10.662902365432783, 0.1740478003676073 10.662919097262513, 0.1741861351413753 10.662925371698423, 0.1742882900512348 10.662946286483862, 0.1742968029603897 10.663098964373999, 0.1742904182785235 10.663274648426764, 0.1742052891869739 10.663506802198064))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd3,Savanes,Tône,Tône 1,Dapaong,"MULTILINESTRING ((0.1695314876836096 10.815911941147304, 0.1636836920012594 10.816709705448744))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd4,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Namoundjoga,"MULTILINESTRING ((0.4008532033638069 10.897039519014903, 0.4004335630899529 10.8974768212075, 0.3997056156761246 10.898158002188989, 0.3987978224306446 10.899385805945808))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd5,Savanes,Tône,Tône 4,Korbongou,"MULTILINESTRING ((0.4023707521409172 10.923913748051808, 0.402715 10.925412139052929))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd6,Savanes,Oti,Oti 1,Mango,"MULTILINESTRING ((0.4426618630311231 10.3583622986674, 0.4425232247353875 10.35837469674205, 0.4424560061677582 10.358387094816209, 0.4423257701929762 10.35837469674205, 0.442178729576287 10.358540004357186, 0.4421619249343796 10.358643321572371, 0.4422459481439163 10.358754904126524, 0.4422123388601016 10.35894914032974, 0.4421409191319953 10.358965671064881, 0.4420526947619818 10.358916078856844, 0.4419812750338756 10.358907813488074, 0.4419224587871999 10.358982201799153, 0.4417712170100337 10.359139243731228, 0.4416073717514372 10.359172305180588, 0.441149445259462 10.359217764667763))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd7,Savanes,Oti,Oti 1,Mango,"MULTILINESTRING ((0.4670051719990908 10.401419230239735, 0.4718141029837344 10.403869141900927, 0.4728507587648552 10.404393108950469))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd8,Savanes,Tandjoaré,Tandjoaré 2,Nano,"MULTILINESTRING ((0.1009333333333333 10.68931833333333, 0.1005213752388749 10.688352925642905, 0.1005087879084331 10.688093177649288, 0.1005811650584736 10.687672632807462, 0.1007416535216067 10.687091290449212, 0.100889554654298 10.68667074421956))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dd9,Savanes,Kpendjal,Kpendjal 1,Mandouri,"MULTILINESTRING ((0.7409754019434526 10.863347735182021, 0.7409300401943455 10.863329915644362, 0.7409300401943455 10.863329915644362, 0.7409300401943455 10.863329915644362, 0.7407909308304174 10.863259627457664, 0.7405883150177398 10.86323685804152, 0.7404441654594668 10.863340805361947, 0.7404875111308356 10.863534840263247))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dda,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"MULTILINESTRING ((0.3862629160166863 10.72219846004093, 0.386628300682785 10.722391770545826, 0.3869699029149956 10.722442753515546, 0.3873179912655395 10.722434256354523, 0.3875623017227536 10.722298301745692, 0.3876898620499714 10.722166595660136, 0.3877547232333025 10.721922301962564, 0.3877028342866377 10.7215632960839))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4ddb,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"MULTILINESTRING ((0.3939131497755324 10.698267655465024, 0.3943422057104093 10.698541192308252, 0.3950343137958359 10.699028037088622, 0.3958285780562331 10.699555033134905, 0.3962959425567241 10.699823549815806))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4ddc,Savanes,Oti,Oti 2,Barkoissi,"MULTILINESTRING ((0.2974442450075194 10.55561113577176, 0.2975333192461753 10.555394522872616, 0.2975380073639992 10.55511799554558, 0.2975919207189751 10.554896773504893, 0.2975919207189751 10.554896773504893, 0.2973692351223356 10.554765422842937, 0.2971488935846082 10.554922121871796))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4ddd,Savanes,Oti-Sud,Oti-Sud 1,Gando,"MULTILINESTRING ((0.7433121069469641 10.338032224043166, 0.7433121069469641 10.338032224043166, 0.743200482429245 10.337888990418797, 0.7431568032701376 10.337815782096675, 0.7431034176312286 10.337742573757488, 0.7430273835394489 10.33768687174885, 0.7429545849409365 10.337647084593772, 0.7428559023962862 10.337620029325443, 0.7427361891453991 10.337615254866087, 0.742611622654611 10.337615254866087, 0.7424158753119442 10.337672548373602, 0.7422201279692775 10.337726658898884, 0.7420518823193821 10.337787135357289, 0.7419079028689908 10.337861935171304))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dde,Savanes,Oti-Sud,Oti-Sud 1,Gando,"MULTILINESTRING ((0.7448456015162047 10.33586643275113, 0.7447995808853721 10.335725284833357, 0.7447968737894409 10.335586800022211, 0.7448131163650289 10.335485599544691, 0.7448753795714491 10.335339125111602, 0.7449565924493885 10.335216619169667, 0.7450323911354654 10.33513139761667, 0.7450648762866412 10.335086123657236, 0.7451569175483059 10.335048839215158, 0.7453058078245284 10.33497959666813, 0.7455304967868276 10.334990249368667, 0.7456766799671187 10.33503818651661, 0.745790377996234 10.335131397616667, 0.7459230256968684 10.33526988262855))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4ddf,Savanes,Oti-Sud,Oti-Sud 1,Mogou,"MULTILINESTRING ((0.6480337215249992 10.382333308210466, 0.6482196944735856 10.3823431962119, 0.6483805359426335 10.38233825221122, 0.6485313248198658 10.382323420208717, 0.648624311294159 10.382316004207201))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de0,Savanes,Cinkassé,Cinkassé 1,Boadé,"MULTILINESTRING ((-0.0684641319601875 11.120205654097388, -0.0686869551136731 11.119838339364907, -0.0688251054688341 11.119536616202698, -0.068949886434786 11.119147436590255, -0.0690256463069711 11.118701409878641, -0.0690211898439013 11.118237891200382, -0.0689543428978557 11.117896810947617, -0.0688028231534855 11.11738956265427, -0.0685978258522788 11.1170484814091, -0.068486414275536 11.116842957902064))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de1,Savanes,Cinkassé,Cinkassé 2,Timbou,"MULTILINESTRING ((0.12633 11.035768333333332, 0.1263248939856927 11.035444466867572, 0.1263248939856927 11.035444466867572, 0.1263177071015729 11.035206982403361, 0.1263081245894132 11.03504709176487, 0.1263081245894132 11.03504709176487, 0.1263344764978524 11.034955389741768, 0.1263823890586509 11.034906011717474, 0.1265692480457654 11.034675580827702, 0.1266914250758018 11.034473365816362, 0.1268040195936784 11.034379312275297, 0.1268806796909561 11.034259393966776, 0.1269812960686331 11.03416063767595))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de2,Savanes,Cinkassé,Cinkassé 2,Nadjoundi,"MULTILINESTRING ((0.2038419774407642 11.016473952567395, 0.2038397062622503 11.016257707878232, 0.2038601468688747 11.016132865511116, 0.2038737739399576 11.016050380346645, 0.2039305534028033 11.015999105773298, 0.2040486546855224 11.016003564432207, 0.2041803830393243 11.016014711079178, 0.2042485183947391 11.01607267363662, 0.2042780437154189 11.016271083842994, 0.2042803148939327 11.016438283351258, 0.2042825860724466 11.016500704476657))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de3,Savanes,Tône,Tône 1,Poissongui,"MULTILINESTRING ((0.1909372186694188 11.062262881302438, 0.191172093387937 11.061900650181524, 0.1913264396315347 11.061518660514466, 0.1915076287001059 11.061143256391079, 0.191722371299894 11.060682233125572, 0.1918163211873013 11.060484651504083, 0.1918632961310049 11.060339758230349, 0.1918632961310049 11.060161934569233, 0.1917693462435976 11.059898491910026))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de4,Savanes,Oti-Sud,Oti-Sud 1,Gando,"MULTILINESTRING ((0.8180883333333333 10.286218333333332, 0.817325 10.28618, 0.81738 10.285523333333334, 0.8180616666666667 10.285451666666667))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de5,Savanes,Tône,Tône 2,Nanergou,"MULTILINESTRING ((0.1422394065256342 10.978151813114948, 0.1423024849696982 10.977805536888898, 0.1422896955659951 10.977562538218539, 0.1423408531808074 10.977185250809299, 0.1424303790067289 10.976827147505613, 0.1425007207270957 10.976577754133404, 0.1426989564844933 10.976238834935273, 0.1427820876085633 10.976066177985281, 0.1428716134344848 10.97589991573714))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de6,Savanes,Tône,Tône 3,Tami,"MULTILINESTRING ((0.0607072009643207 10.864350304280245, 0.0610927493673463 10.864518642315373))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de7,Savanes,Tône,Tône 3,Tami,"MULTILINESTRING ((0.0600804174802726 10.864141989405734, 0.0602860530928481 10.864187298947488, 0.0604324377662068 10.864246549886705))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de8,Maritime,Zio,Zio 3,Gamé-Sèva,"MULTILINESTRING ((1.2186552543281322 6.740757514630353, 1.2189046807508446 6.740329525028517))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4de9,Savanes,Tône,Tône 3,Tami,"MULTILINESTRING ((0.0599968330697586 10.864033272470706, 0.0593522147820823 10.864040434896127))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dea,Maritime,Zio,Zio 2,Bolou,"MULTILINESTRING ((1.0770263183481186 6.4460846642066345, 1.0769215968328774 6.447580145091348, 1.0773823714999384 6.448275854377342))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4deb,Savanes,Tône,Tône 3,Tami,"MULTILINESTRING ((0.0617216666666667 10.858849999999999, 0.0632663842301184 10.860004175083516))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dec,Maritime,Zio,Zio 1,Tsévié,"MULTILINESTRING ((1.164207384846668 6.531346453829166, 1.1643041779782237 6.531405393616734, 1.1645492831661943 6.531405393616734, 1.1647350635315992 6.5313743726767735, 1.1648256119449896 6.531358862206073, 1.164797510713248 6.531030040114088, 1.1644634182914277 6.531025386969726, 1.1642448531556577 6.531019182777178))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4ded,Savanes,Tône,Tône 3,Tami,"MULTILINESTRING ((0.0600038976238592 10.861025676912728, 0.0600855352147359 10.861054490180097, 0.0603112391424538 10.861059292391325, 0.0604793165354352 10.86097765480045))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dee,Maritime,Zio,Zio 1,Djagblé,"MULTILINESTRING ((1.2756701619214572 6.249526003761705, 1.276756306033932 6.248618825916567, 1.2756133114031734 6.248264877412755))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4def,Maritime,Zio,Zio 1,Tsévié,"MULTILINESTRING ((1.1940889809964568 6.525146550102043, 1.194026540799737 6.5251051929577475, 1.1939541894606804 6.525087468466289, 1.1938560691515487 6.525061866421963, 1.1937163220446037 6.525061866421963, 1.1936598285332856 6.525089437854257, 1.1936568551905844 6.52523221846151, 1.193740108786211 6.525316902112791, 1.1938342646384084 6.525299177628824, 1.1939531983464464 6.525328718435087, 1.194030505256671 6.525347427611487, 1.1940830343110544 6.525321825580448))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df0,Maritime,Zio,Zio 1,Tsévié,"MULTILINESTRING ((1.1935704331367933 6.525243410434677, 1.1933367560640555 6.5252406791018975, 1.19326802751325 6.5251505451118375, 1.1932762749393468 6.524994859090807, 1.193334006922023 6.524942963739711, 1.1936281651194696 6.52500032175903, 1.1936281651194696 6.52500032175903))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df1,Maritime,Zio,Zio 1,Gblainvié,"MULTILINESTRING ((1.162906356356699 6.500233231021911, 1.1629235857197997 6.500136826252188, 1.1630051984923822 6.500111598832762, 1.1630786499877064 6.50014673702376, 1.1631085746709866 6.500247646686822, 1.1630106393438877 6.500282784868314, 1.1629544172116641 6.500282784868314))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df2,Maritime,Zio,Zio 1,Tsévié,"MULTILINESTRING ((1.2032241989856354 6.524356294053762, 1.2036236064122545 6.524398810557859, 1.203712759855696 6.524540532212119, 1.2036200402745167 6.524774372853999, 1.20353801910655 6.524891293134005, 1.203455997938584 6.524923180478362, 1.2033311831177653 6.524944438706805, 1.2031243471289805 6.524919637440201, 1.202971003206261 6.524852319710369))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df3,Maritime,Zio,Zio 4,Gapé-Centre,"MULTILINESTRING ((1.1037388711754452 6.591410592964091, 1.104562822770103 6.5924379669704924))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df4,Maritime,Zio,Zio 3,Gamé-Sèva,"MULTILINESTRING ((1.1467777373527626 6.754223935394497, 1.1455563684907044 6.755203760975683))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df5,Maritime,Zio,Zio 3,Agbélouvé,"MULTILINESTRING ((1.0803822358206883 6.706555502936849, 1.0811715064552854 6.706642997843063, 1.0818667595551565 6.706846477169505, 1.0821791196435042 6.707610357817))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df6,Maritime,Zio,Zio 1,Gblainvié,"MULTILINESTRING ((1.168291637824812 6.48283173058766, 1.1684158081667206 6.4829139814898955, 1.168628157447086 6.482722658718352, 1.1686299570172585 6.482658288423753, 1.168428405157929 6.482406171357459, 1.1683060343861928 6.482254185831063, 1.1680666915532387 6.482338224892496, 1.1679425212113301 6.482529547809905))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df7,Savanes,Tône,Tône 1,Toaga,"MULTILINESTRING ((0.256665642271702 10.875271417949367, 0.256726937509132 10.875346372972574, 0.2568357958692181 10.875444345496652, 0.256868453377244 10.875528710725717, 0.2570317409173732 10.875691998265847, 0.2571351563594551 10.875727377232876, 0.2574160851685158 10.875728497550393, 0.2575412287404861 10.875731278518657, 0.2576024100423383 10.875734059486922))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df8,Maritime,Zio,Zio 2,Bolou,"MULTILINESTRING ((1.1611045042119073 6.454437427634324, 1.16099071215364 6.454455561629332, 1.16099071215364 6.454540898067716, 1.1610347260629696 6.454589966513273, 1.1611077247418582 6.454592099923842, 1.1611410035513514 6.454543031478491))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4df9,Savanes,Tône,Tône 3,Tami,"MULTILINESTRING ((0.106480166568115 10.84322889872806, 0.1065056705000589 10.843191895149952, 0.106523639179383 10.84316229228417, 0.1065427671283409 10.84312927369965, 0.1065653728862002 10.843102517257796, 0.1065891379136934 10.84307576081355, 0.1066123233063697 10.843051850797517, 0.106634929064229 10.84302964863806, 0.1066876758325675 10.842993214321536, 0.1067143390341452 10.842970442871456, 0.1067421615053567 10.842956780000575, 0.1067752006899203 10.84292945425694, 0.1068186733011883 10.842901559224407, 0.1070040063935559 10.842797966710112, 0.1071494101733354 10.842719318877693, 0.1073095650612084 10.842609625813738, 0.1074865783583313 10.842562023150828, 0.1075645485011117 10.842553744426068))"
