FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,village,barrage_nom_officiel,barrage_type,barrage_utilisation,geometry
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6658,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Konkwal,Barrage Mogtidjoa Koula,Barrage paysan,"{elevage,irrigation}","MULTIPOLYGON (((0.2053074597170672 10.767292323609764, 0.2051633932964188 10.767414196636949, 0.2050713508610044 10.767447613426114, 0.2049633010455181 10.7674613732794, 0.204943291820428 10.767500687142466, 0.2048852650676668 10.767508549914464, 0.2047391977245093 10.767538035307627, 0.2047211894219282 10.767683496538327, 0.2047772152521804 10.767801438025181, 0.2048312401599236 10.767897756871859, 0.2048972706027208 10.767826992007912, 0.2049953158056621 10.76776802127526, 0.2050653480934773 10.767897756871859, 0.2051073674661664 10.767901688252703, 0.2051673951414367 10.767858443060607, 0.2052374274292519 10.767797506643026, 0.2052374274292519 10.767823060626093, 0.205271443111905 10.767813232171326, 0.2052914523369951 10.767823060626093, 0.2052994560270312 10.767783746805094, 0.2053234670971392 10.767789643878572, 0.2054155095325536 10.767657942543424, 0.2053554818572833 10.767484961597852, 0.2052954541820131 10.767313946247214, 0.2053074597170672 10.767292323609764)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6659,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Konkwal,Barrage T-kpikle,Barrage paysan,"{elevage,irrigation}","MULTIPOLYGON (((0.2015485830618564 10.75854221421399, 0.2014723859748787 10.758440324496986, 0.2014279376741418 10.758343633203088, 0.2013718481517833 10.75827293417288, 0.2013602069301616 10.758217830505481, 0.2013803144947808 10.758197036666113, 0.201454394996009 10.758147131445776, 0.2015559911119792 10.758173123749064, 0.2015760986765983 10.758234465575942, 0.2015919730697187 10.758319720297665, 0.2016205469773353 10.758318680606083, 0.2016300716132076 10.758382101786097, 0.2016681701566964 10.758469435848218, 0.2017210848004309 10.758467356466081, 0.2017316677291778 10.758465277083928, 0.2017210848004308 10.758532856996519, 0.2017634165154184 10.758628508539227, 0.2017898738372857 10.758683612131575, 0.201802573351782 10.758729358502475, 0.2017708245655413 10.75877614455645, 0.2016808696711927 10.75869192965407, 0.2016343047847063 10.758680493060576, 0.2015623408692274 10.758609794109343, 0.2015485830618564 10.75854221421399)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_665a,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Tambango,Barrage de Tambango,Barrage paysan,{autre},"MULTIPOLYGON (((0.1936727386656554 10.745219831911458, 0.1936529146702062 10.745059692574841, 0.1936408000063206 10.744948244202615, 0.1936187733447104 10.744843287930959, 0.1935934426838586 10.744789186745752, 0.1935626053576042 10.744702624829257, 0.1934899173742905 10.744691804587955, 0.1934238373894598 10.744719937214544, 0.1933753787339173 10.744749151862456, 0.1933720747346758 10.74484978007253, 0.1933996080616885 10.74494932622584, 0.1934161280578962 10.745016411658474, 0.1933852907316419 10.745049954369199, 0.1933500480730656 10.745121367869947, 0.1933830880654809 10.745144090343913, 0.1934106213924937 10.745107301575679, 0.1934502693833922 10.745153828546519, 0.1934612827141973 10.745191699331446, 0.1936352933409181 10.745242554378017, 0.1936650293340919 10.745217667866937, 0.1936727386656554 10.745219831911458)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_665b,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Tambango,Barrage de Kpikpalpake,Barrage paysan,"{irrigation,elevage}","MULTIPOLYGON (((0.1979971540583808 10.724377856788603, 0.1979480493034414 10.72446429945608, 0.197932704067523 10.724458268573109, 0.1979061056585975 10.724440175923458, 0.1978928064541347 10.724457263425933, 0.1978876913754952 10.724513551662556, 0.197869277092393 10.724500484751413, 0.197869277092393 10.724500484751413, 0.1978457477306512 10.724481386957198, 0.1978201723374536 10.724508525927567, 0.1977986890071677 10.724524608279232, 0.1977874358341608 10.724513551662557, 0.1977853898027049 10.724478371515895, 0.197752653299412 10.72449143842799, 0.1977250318747587 10.724392933999832, 0.19781710329027 10.724124559527725, 0.1978498397935629 10.724055204288353, 0.1978982670327654 10.72405846974664, 0.1979710490484947 10.724024921440312, 0.1980474252378402 10.72410790934919, 0.1980689902795377 10.724139691946561, 0.198016874762102 10.724257993807432, 0.1979971540583808 10.724377856788603)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_665c,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Konkwal,Nsp,Mare artificielle,{elevage},"MULTIPOLYGON (((0.2046693919404429 10.766804672588147, 0.2046177425111613 10.766707541381157, 0.2046177425111613 10.766707541381157, 0.2045970827394487 10.76659011405926, 0.2045956070414693 10.766491533062327, 0.2045778986657157 10.766392952033145, 0.2046059369273255 10.766334963177382, 0.2046502078667097 10.766317566518477, 0.2047298955576012 10.76633931234195, 0.2048110589464721 10.76638280398419, 0.2048641840737331 10.766472686691595, 0.2048818924494868 10.766569817974291, 0.2048774653555484 10.766672748105366, 0.2049040279191789 10.766752482689775, 0.2047918748727391 10.766835116691352, 0.2046693919404429 10.766804672588147)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_665d,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Konkwal,Nsp,Mare artificielle,"{irrigation,elevage}","MULTIPOLYGON (((0.2029859037453077 10.759224700201846, 0.2028818074906153 10.75909096734525, 0.2029325210505937 10.759034589750678, 0.2029712235042613 10.759022789787693, 0.2028818074906153 10.758946745570688, 0.2028497778737869 10.758924456744829, 0.2027843840727622 10.758929701174589, 0.2027470161864624 10.758912656777529, 0.202697637193852 10.758938878926454, 0.2026509273359772 10.758954612214714, 0.202617563151781 10.758967723287636, 0.2026148940170452 10.759014923145442, 0.2026282396907237 10.759054256354634, 0.2026576001728165 10.759104078412248, 0.2026135594496774 10.75912636722483, 0.2025775261307454 10.759069989636878, 0.2025668495918027 10.759025412001732, 0.2025201397339279 10.758974278823889, 0.2024974520886745 10.758925767852281, 0.2024560805002711 10.758865456903722, 0.2024347274223855 10.758811701482882, 0.2024320582876498 10.758771057133933, 0.2024200471813392 10.758742212753933, 0.2023933558339821 10.758725168346272, 0.2023866829971429 10.758681901768659, 0.2024160434792356 10.75863994629353, 0.2024534113655354 10.758633390750012, 0.2024854409823638 10.758577013069884, 0.2025388236770778 10.758587501941403, 0.2025628458896991 10.75863994629353, 0.2026162285844132 10.758592746377024, 0.2026642730096558 10.7585953685948, 0.2026922989243807 10.758660924031819, 0.2026802878180701 10.758700257287188, 0.2026963026264843 10.758717301696253, 0.2027136520022664 10.758679279551627, 0.2027443470517269 10.758662235140411, 0.202832428498005 10.758650435162853, 0.2028818074906155 10.758670101791862, 0.2028898148948226 10.758727790562897, 0.2029058297032368 10.758743523862176, 0.2029645506674222 10.758695012853437, 0.2030032531210899 10.758700257287188, 0.203073985191586 10.758717301696253, 0.2031393789926107 10.758767123809543, 0.2032194530346817 10.758772368242044, 0.203243475247303 10.758875945765203, 0.203359582608306 10.758883812411081, 0.2033849393882952 10.758938878926454, 0.2034036233314451 10.759004434288794, 0.2034142998703879 10.759058189675274, 0.2034530023240556 10.75907523406411, 0.2035277380966551 10.759077856277688, 0.2035757825218978 10.7590935895587, 0.2035784516566335 10.759163078206667, 0.2034863665082518 10.75913292275763, 0.2033168764525347 10.759106700625576, 0.2032474789494065 10.759161767100249, 0.2031327061557714 10.759157833780964, 0.2030673123547467 10.759203722502777, 0.2029859037453077 10.759224700201846)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_665e,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Tambango,Barrage de Tambango,Barrage paysan,"{eau potable,irrigation,elevage}","MULTIPOLYGON (((0.1957627844365284 10.729129198263326, 0.1957823589269801 10.72907073208202, 0.195770614232709 10.729049191907109, 0.1957854908454523 10.729009958013151, 0.1957956695804872 10.728988417833913, 0.1957948866008692 10.728941491009545, 0.1958222908875016 10.728883794084355, 0.1958434313371895 10.72888148620712, 0.1958661377461135 10.728832251488539, 0.1958559590110786 10.728780708883944, 0.1958904101142737 10.728713780414111, 0.1957909717027789 10.728618388086689, 0.195747124844167 10.728613772328147, 0.1956860524339576 10.728568384032064, 0.1956649119842697 10.728546843821373, 0.1955944438186434 10.728521457142513, 0.1955294565103437 10.728578384843653, 0.1955044011625655 10.728720704049609, 0.1954777798555512 10.728833790073617, 0.1954167074453417 10.729027651730664, 0.195373643566348 10.729036883235045, 0.195373643566348 10.729036883235045, 0.1953759925052021 10.729108427384421, 0.1955263245918715 10.72913919905637, 0.1956218481052759 10.72916150851657, 0.1957627844365284 10.729129198263326)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_665f,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Tambango,Kpinkpayeng,Barrage paysan,"{elevage,irrigation}","MULTIPOLYGON (((0.185058660284723 10.73713752006284, 0.1847449641735755 10.737088914410677, 0.1846201603444093 10.737021529289063, 0.1846269064973371 10.736945306756336, 0.1846246577796945 10.736837048633332, 0.1847067359736506 10.736862456155482, 0.1847831923735002 10.73684146733299, 0.1851598525786416 10.736940888058202, 0.185246428207883 10.736964086222708, 0.1852531743608109 10.737116531259458, 0.1851913346256385 10.737172869623139, 0.185058660284723 10.73713752006284)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6660,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Bombouaka,Taxine,Barrage paysan,"{elevage,eau potable}","MULTIPOLYGON (((0.2010789113104629 10.713678882765198, 0.2009655991520058 10.71361565436666, 0.2008131173585266 10.713560673139812, 0.2007837401322599 10.713573043916723, 0.2007095976088251 10.71351119002711, 0.20069560845346 10.71343146721742, 0.2007347780884822 10.713221163842885, 0.2007907347099425 10.713032852854173, 0.200803324949771 10.71296550072029, 0.2008019260342345 10.712925639246247, 0.2008550848246218 10.712757946091072, 0.200897052290717 10.712751073418799, 0.2009334240946662 10.712715335520455, 0.2010453373375867 10.712751073418799, 0.2011334690163867 10.712792309450107, 0.2011670429892629 10.712775815038256, 0.2012803551477199 10.712840418146204, 0.2013489020090087 10.712870657894127, 0.2013992629683229 10.712855538020541, 0.2015461490996561 10.712943508183537, 0.2016035046366529 10.7129476317843, 0.2016328818629195 10.713008111255713, 0.2016202916230909 10.71309745590729, 0.2015965100589703 10.713156560816158, 0.2013069345429134 10.7138094631117, 0.2013251204448881 10.71388781129257, 0.2012817540632564 10.713908429231537, 0.2010789113104629 10.713678882765198)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6661,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Bombouaka,Nsp,Barrage paysan,"{irrigation,elevage}","MULTIPOLYGON (((0.207725 10.703733333333332, 0.2077839161886219 10.703819612712607, 0.2078776464887023 10.70388013519041, 0.208016902934536 10.703914343542081, 0.2080865311574528 10.703838032598435, 0.2081668714146646 10.703835401186241, 0.2083837901091363 10.703774878699509, 0.2084882324435116 10.703830138361788, 0.2083918241348575 10.703919606365075, 0.2084373502806108 10.70400118010976, 0.2083864681177101 10.704153801895696, 0.2083195179033669 10.704243269803449, 0.2082632797233186 10.704403785689403, 0.2082284656118602 10.70455903867855, 0.2082847037919085 10.704556407272616, 0.2083248739205143 10.70470113456502, 0.2081882954832544 10.70472744861076, 0.2080410050116996 10.704811653541773, 0.2078990705572921 10.704835336174405, 0.207842832377244 10.704803759330483, 0.2077678481371796 10.70472744861076, 0.2076044896141824 10.704477465083999, 0.2075536074512816 10.704377471615567, 0.2075562854598554 10.704264321072026, 0.2075669974941502 10.704088016652566, 0.2076419817342145 10.703861715307143, 0.2076526937685094 10.70377224728677, 0.2076607277942305 10.703714356200692, 0.207725 10.703733333333332)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6662,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Goundoga,Barrage Napal,Barrage paysan,"{irrigation,elevage}","MULTIPOLYGON (((0.1916116666666667 10.723336666666667, 0.1915114737813295 10.723464104393214, 0.1914323741350108 10.723600543162444, 0.1913708521878739 10.723745617229316, 0.1913233924000826 10.723892418297604, 0.191326907939919 10.724001223749312, 0.1913796410374649 10.724004677889996, 0.1914288585951743 10.723926959715085, 0.1914833494626384 10.723781885735166, 0.1915501447195298 10.723576364144533, 0.1916556109146215 10.723460650246357, 0.1917698659593042 10.723301759448395, 0.1918823632340687 10.723134233190612, 0.1919632206503057 10.723023700351181, 0.1919016987031689 10.722994340058921, 0.1917645926495497 10.723115235361707, 0.1916204555162576 10.72327758040661, 0.1915642068788754 10.723414019259952, 0.1916116666666667 10.723336666666667)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6663,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Tambango,Barrage de Kayiogue,Barrage paysan,{eau potable},"MULTIPOLYGON (((0.1938150508310194 10.733071773014585, 0.1936904744228475 10.733329622588219, 0.193609084502842 10.733540145178265, 0.1935476268081439 10.733704972840222, 0.1934413216065039 10.733669069792802, 0.193383185949357 10.733598895642343, 0.1934330165126258 10.733406324634132, 0.1935127454138558 10.733135419448779, 0.1935924743150858 10.732967327555082, 0.193728677854687 10.732944480106005, 0.1938283389812244 10.733019550289347, 0.1938150508310194 10.733071773014585)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6664,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Goundoga,Tankpile Barrage,Barrage paysan,"{eau potable,elevage}","MULTIPOLYGON (((0.1910074716941506 10.722762727004232, 0.1909805040039081 10.722833670057758, 0.1909474468352236 10.722883244711795, 0.1909187392939976 10.722951623531623, 0.1908996009331803 10.723005471841361, 0.1910057318431672 10.723074705368367, 0.1910570574471773 10.723104621085014, 0.1910875048393867 10.72303538756485, 0.1911536191767556 10.722985812935741, 0.1911858064199483 10.722922562535086, 0.1911405702943801 10.722864440533638, 0.1911718876120812 10.72282170376074, 0.1911918958983902 10.722764436475597, 0.1911431800708552 10.722733665989553, 0.1910631469256192 10.722720844952775, 0.1910100814706258 10.722732811253785, 0.1910074716941506 10.722762727004232)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6665,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Sounsouri,Nsp,Barrage paysan,{autre},"MULTIPOLYGON (((0.1820259745140232 10.746519105118821, 0.1819911333933081 10.74647657684995, 0.1819763523117926 10.746421601273994, 0.1820101376409709 10.746345880181286, 0.1820967125469903 10.746290904581528, 0.1821959569514515 10.746261860864406, 0.1822656391928817 10.746282606376921, 0.1823177596178268 10.746311057798593, 0.1823393945136582 10.74637570985169, 0.182347507599595 10.746463388641306, 0.182345704691609 10.746527155017759, 0.1822537563843258 10.746510327780838, 0.1821708226169722 10.746468702506528, 0.182078874309689 10.746566123352297, 0.1820259745140232 10.746519105118821)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6666,Savanes,Tandjoaré,Tandjoaré 1,Bogou,Kpentingue,Barage Kpentingue,Barrage paysan,{autre},"MULTIPOLYGON (((0.1734176839841779 10.662824578945193, 0.1737599804133501 10.662880643276036, 0.1738669480474664 10.662905171417533, 0.1740416618498564 10.662938459606401, 0.1741789369803058 10.66292093950745, 0.1742805562327162 10.662961235733528, 0.1743072981412453 10.663115412549251, 0.1742805562327162 10.66326783727892, 0.1741872075705375 10.663524358154529, 0.1740063082509946 10.663639389230214, 0.1739743848416635 10.66382762180571, 0.173872229931804 10.663961476010773, 0.1736423813846202 10.663980299253637, 0.1734167892920139 10.663892457443637, 0.1733444295641967 10.663708407854747, 0.1732656851545134 10.663426058837217, 0.173235889972471 10.663193905004317, 0.1731699149265202 10.663032861250421, 0.1732635569272247 10.662838353745727, 0.1734176839841779 10.662824578945193)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6667,Savanes,Tandjoaré,Tandjoaré 1,Bogou,Sagle,Barrage de Sagle,Barrage paysan,{eau potable},"MULTIPOLYGON (((0.1721451577436586 10.644358156925765, 0.1720320855959056 10.64439098974604, 0.172201693817535 10.644456655375993, 0.172042364882065 10.644630921786902, 0.1719549909497104 10.644987031099408, 0.1717468354049835 10.64501228706322, 0.1715181212879379 10.644992082292337, 0.1715181212879379 10.644992082292337, 0.171340803601689 10.64496682632685, 0.1711634859154401 10.644719317754353, 0.1711275084138823 10.644557679394456, 0.1712791278847328 10.644471808980901, 0.171276558063193 10.644307644887661, 0.1713228148509101 10.644191467168257, 0.1713510828878483 10.644082866216602, 0.1714590153925216 10.643979316435972, 0.1716697407587884 10.643991944459884, 0.171867617017356 10.644067712592367, 0.1719010246973738 10.6440247773196, 0.1720012477374276 10.644085391820568, 0.172091191491322 10.64420409518338, 0.1721451577436586 10.644358156925765)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6668,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Warkambou,Nsp,Retenue d'eau,{elevage},"MULTIPOLYGON (((-0.0342016666666667 10.781110000000002, -0.0340283333333333 10.778936666666668, -0.03375 10.778343333333332, -0.033195 10.778210000000001, -0.03274 10.778243333333334, -0.0324416666666667 10.778335, -0.0321766666666667 10.778461666666665, -0.0318966666666667 10.779214999999999, -0.0316633333333333 10.779413333333332, -0.0318583333333333 10.780394999999999, -0.0322633333333333 10.78063, -0.0334133333333333 10.781203333333334, -0.0337483333333333 10.781251666666666, -0.0339666666666667 10.781205, -0.0341816666666667 10.781205, -0.0342016666666667 10.781110000000002)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6669,Savanes,Tône,Tône 1,Pana,Pana-centre,Barrage de Pana-centre,Barrage paysan,{irrigation},"MULTIPOLYGON (((0.273689500109503 10.75288722719798, 0.2736015322150927 10.752825227892153, 0.2736120501155112 10.752775440561583, 0.2736168309793379 10.752746319666308, 0.2734102976620268 10.752656138811503, 0.273297469275718 10.75256971546702, 0.2731425692877348 10.752489867789796, 0.2731100594137136 10.75237432346651, 0.2731033662043564 10.75229917266339, 0.2731722106434601 10.752191143351105, 0.2733952635360936 10.752187682199292, 0.273633029091482 10.752182452546164, 0.2737536862389926 10.75228530237434, 0.2738317585109111 10.75249274514145, 0.2738849896054011 10.752726335985786, 0.2738725690166867 10.752762943489776, 0.2736915832954209 10.752904143820693, 0.273689500109503 10.75288722719798)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_666a,Savanes,Tône,Tône 1,Pana,Panabagou,Retenue d'eau de Panabagou,Retenue d'eau,{autre},"MULTIPOLYGON (((0.2601873844981138 10.783461012798428, 0.2602888677830487 10.783501186870273, 0.2603070438937833 10.783725863987982, 0.2603388520875689 10.783803236201592, 0.2603085585696779 10.783880608395302, 0.2596118076581844 10.784219855471262, 0.259555764650086 10.78417670564512, 0.2595436472429295 10.784048744055331, 0.2595512206224024 10.783923758263919, 0.2595875728438716 10.783824067178776, 0.2595921168715552 10.783782405222958, 0.2597238936743812 10.783685689946136, 0.2601813257945355 10.783461012798421, 0.2601873844981138 10.783461012798428)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_666b,Savanes,Tône,Tône 1,Pana,Pana Bagou,Retenue d'eau de Lombore,Mare artificielle,"{irrigation,elevage}","MULTIPOLYGON (((0.250433453759962 10.76096735564483, 0.2506934136376238 10.7604038350639, 0.2505493054445721 10.760262260762255, 0.2504758385226242 10.76030945220352, 0.2504221511565853 10.760253932860083, 0.2503458585837933 10.760253932860083, 0.250246960804248 10.760278916565893, 0.2500491652451575 10.760253932860083, 0.2499135340046383 10.760392731199504, 0.249831590130158 10.760403835063899, 0.2498005079708723 10.760503769825034, 0.2496931332387947 10.760578720874145, 0.2497355180014569 10.760673103650229, 0.2499502674656123 10.760800797947308, 0.250433453759962 10.760978459488053, 0.250433453759962 10.76096735564483)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_666c,Savanes,Tône,Tône 1,Poissongui,Babidjoare,Nsp,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((0.1916752959107433 11.05952809243802, 0.1918016865877767 11.059884042851627, 0.1919115915243273 11.060153701968114, 0.1919225820179824 11.060353249554602, 0.1918016865877767 11.0606121218968, 0.1916752959107433 11.060908746174485, 0.1914390002971592 11.06137255807973, 0.1911862189430926 11.061960411649128, 0.1909938853041288 11.06230017968822, 0.1907081324690969 11.062478153265776, 0.190576246545236 11.062408042475395, 0.1907026372222693 11.062176137433887, 0.1904663416086853 11.061960411649125, 0.1905322845706157 11.061696147346385, 0.1905817417920635 11.06127548123006, 0.1903564366721345 11.061097506922165, 0.1902904937102042 11.060827848673975, 0.19003221710931 11.060806276003403, 0.1896915118060028 11.060736164813074, 0.1895761116226245 11.06061751506816, 0.1898014167425536 11.060574369694464, 0.1901476172926884 11.060515044795265, 0.1902959889570318 11.060256172367328, 0.1898893406917942 11.060013479258497, 0.1896365593377276 11.059727640450395, 0.1894277399582811 11.05932315109472, 0.1894717019329014 11.059053491214192, 0.1898673597044841 11.059495733288076, 0.1901915792673086 11.059533485629327, 0.1904443606213753 11.059646742623912, 0.1906641704944767 11.05954966520266, 0.1911202759811622 11.059684494945715, 0.1913126096201259 11.059770785948725, 0.1915379147400549 11.05954966520266, 0.1915763814678477 11.059312364704258, 0.1916752959107433 11.05952809243802)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_666d,Savanes,Tône,Tône 1,Dapaong,Tantigou-barrage,Nsp,Barrage paysan,"{elevage,irrigation}","MULTIPOLYGON (((0.1630267983184812 10.883569632563995, 0.1618858061596927 10.883729699523371, 0.1613466560187268 10.884136022957165, 0.1608325826285034 10.884283776795723, 0.1612212722650138 10.88487479141727, 0.1611585803881572 10.886450824676613, 0.1608827361299885 10.88785447227868, 0.1600175882293686 10.889036486181833, 0.158701058815382 10.889615178778119, 0.1585129831848125 10.890046119342772, 0.158951826322808 10.890809498240877, 0.1601805871091956 10.890932623686338, 0.1612338106403849 10.890883373514264, 0.1628261843125402 10.890501684404502, 0.1639922532220713 10.889689054347771, 0.165434166389771 10.88824847743425, 0.1651207070054885 10.887620531470967, 0.1646567871167503 10.886832518977503, 0.1631145669460803 10.883643509632853, 0.1630267983184812 10.883569632563995)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_666e,Savanes,Tône,Tône 1,Toaga,Bounkongou,Nsp,Barrage paysan,"{irrigation,elevage}","MULTIPOLYGON (((0.24199848188787 10.889947340642763, 0.2418891607583032 10.889893664407438, 0.2417549939174713 10.88969847801562, 0.2418278746705158 10.889607390988992, 0.2420365786451433 10.889638295519006, 0.2421508689169632 10.889532569481995, 0.2422104986239995 10.889555341246982, 0.2422966304230522 10.889669200045816, 0.242251908142775 10.889844867821477, 0.2422303751930118 10.88986926611546, 0.24199848188787 10.889947340642763)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_666f,Savanes,Tône,Tône 1,Dapaong,Natebagou,Nsp,Retenue d'eau,{elevage},"MULTIPOLYGON (((0.2061912789468693 10.872684517503366, 0.2070300885105389 10.87293870369091, 0.2072409892008329 10.873117575322675, 0.2069438109554186 10.873710675228931, 0.206771255845178 10.873936617740153, 0.2061768993543492 10.874171974340667, 0.2057071659986942 10.874124903035424, 0.2051223959028788 10.87390366780126, 0.2049402543976248 10.873762453736205, 0.2049833931751849 10.873301153991111, 0.2049258748051047 10.87298577518335, 0.2049738067801715 10.87270334611727, 0.2047772856823975 10.872529181393226, 0.2046430761522104 10.872223216091246, 0.204710180917304 10.871761913965795, 0.2047964584724242 10.871639527567885, 0.2050792571253186 10.871714842280234, 0.2052757782230926 10.871879593147208, 0.2052326394455324 10.872199680285792, 0.2053956081607597 10.872340895090687, 0.2055825428635204 10.872350309408636, 0.2058365823313746 10.87235972372629, 0.2061145877867622 10.872538595705237, 0.2061912789468691 10.872670396042144, 0.2070205021155254 10.872924582241723, 0.2070205021155254 10.872938703690904, 0.2070205021155254 10.872938703690904, 0.2070061225230054 10.872929289391523, 0.2061912789468693 10.872684517503366)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6670,Savanes,Tône,Tône 1,Dapaong,Kpargou,Barrage de Kpargou,Barrage paysan,"{elevage,irrigation,autre}","MULTIPOLYGON (((0.2151126065939137 10.860216978623198, 0.2132226029791001 10.860630163129894, 0.2131611131354675 10.86040132255066, 0.2130413697557618 10.860267832131793, 0.2132128940564212 10.859905500694099, 0.2135138706594652 10.85947960177549, 0.2135624152728594 10.859384251188118, 0.2135688878879786 10.859126804450163, 0.213665977114767 10.858774006708119, 0.2139216454119764 10.858179652812955, 0.214099642327755 10.85801119935485, 0.214458872466872 10.858754936548028, 0.2145494890785411 10.858904319436146, 0.2147080681489621 10.859174479788749, 0.2148148662984293 10.85935564600597, 0.2148407567589062 10.859651232756045, 0.215109370286354 10.86022015696774, 0.215109370286354 10.86022015696774, 0.2151126065939137 10.860216978623198)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6671,Savanes,Tône,Tône 1,Dapaong,Yangbingbane,N/a,Mare naturelle,"{autre,elevage}","MULTIPOLYGON (((0.2074082115000186 10.821571044463836, 0.2075195456238576 10.821464764431807, 0.2074641021244357 10.821385273969995, 0.2074082115000186 10.821328620534066, 0.207424755124846 10.82129392578895, 0.2073326473758065 10.821201699231775, 0.2072964302511842 10.821177544652583, 0.2072459051267111 10.821210921888769, 0.2072078995021074 10.821166126123567, 0.2071833076273639 10.82113670145062, 0.207121157253012 10.821120012828862, 0.2070768918784736 10.821122647874462, 0.2070464873787907 10.821145045761153, 0.2070062461292103 10.821157342639408, 0.2071980627522101 10.821369024535988, 0.2071801777523966 10.821407232663217, 0.2071962742522288 10.821442366569018, 0.207220419001977 10.821492871551389, 0.2073192336259465 10.821571483637454, 0.2074077643750233 10.821572361984666, 0.2074082115000186 10.821571044463836)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6672,Savanes,Tône,Tône 1,Dapaong,Nassable,Barrage de Nassable,Barrage paysan,"{irrigation,autre}","MULTIPOLYGON (((0.2024327093500828 10.88153856452818, 0.2022972739792185 10.881595044054489, 0.2022620236772127 10.881564071412354, 0.2022620236772127 10.881463865783395, 0.202338090118383 10.8814420027326, 0.2023139714906949 10.881401920468642, 0.2022063653056247 10.881420139680195, 0.2020672193766546 10.881390988941172, 0.2019874423773783 10.881354550513382, 0.2019559026334785 10.881261632502344, 0.2019670343077961 10.881154139080891, 0.2019559026334785 10.881017494845112, 0.2019651790287431 10.880895425941508, 0.2020004293307489 10.88078064468804, 0.2020802063300251 10.880731452708732, 0.2020282585165429 10.880633068725773, 0.2020486665861252 10.880558369754059, 0.2020449560280193 10.880474561129361, 0.2021191671901367 10.880529218930745, 0.2022063653056246 10.880647644132704, 0.2023121162116419 10.880696836125837, 0.2023844720947063 10.880842590131909, 0.2024494068615591 10.881088549855535, 0.2024883677216708 10.881248879047588, 0.2025124863493589 10.881367303963616, 0.2024438410244003 10.881538564528178, 0.2024327093500828 10.88153856452818)))"
